,,,,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year
"MMR_CSO, Statistical Yearbook",Monastic schools (High),Total,Number,,,,,,,,,,,2,,,,,,2,,,2,,,2,,,2,,2,,,2,,2,,,,,,,
"MMR_CSO, Statistical Yearbook",Monastic schools (Middle),Total,Number,,,,,,,,,,,356,,,,,,405,,,446,,,502,,,557,,629,,,645,,646,,,,,,,
"MMR_CSO, Statistical Yearbook",Monastic schools (Primary),Total,Number,,,,,,,,,,,"1,071",,,,,,"1,108",,,"1,103",,,"1,093",,,972,,962,,,939,,909,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Conflict,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,121,,87,70,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Conflict,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,18,,13,19,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Conflict,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,849",,,"7,505",,"11,914",,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Conflict,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,869",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Conflict,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,679",,,"36,607",,"63,794","36,978",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Earthquake,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Earthquake,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Earthquake,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Earthquake,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Fire,Case,,,,,,,,,,,126,,,,,,181,,,177,,,189,,,233,,230,,,455,,548,206,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Fire,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,67,11,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Fire,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,698",,,"2,174",,"1,878",,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Fire,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Fire,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,143",,,"9,566",,"8,446","2,653",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Flood,Case,,,,,,,,,,,24,,,,,,74,,,44,,,49,,,28,,104,,,243,,223,267,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Flood,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,21,90,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Flood,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,"188,045",,,"128,108",,"64,870",,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Flood,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,149",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Flood,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,"826,278",,,"614,447",,"268,783","422,095",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Landslide,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,54,,69,54,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Landslide,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,70,,48,83,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Landslide,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,992,,,201,,130,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Landslide,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Landslide,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,763",,,"1,048",,651,782,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Others,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,26,,186,71,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Others,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,167,,256,37,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Others,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,,"16,683",,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Others,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Others,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,"10,697",,"90,530","3,416",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Riverbank Erosion,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,175,,532,435,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Riverbank Erosion,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Riverbank Erosion,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,425",,,"3,104",,"6,836",,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Riverbank Erosion,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,011",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Riverbank Erosion,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,757",,,"13,383",,"29,535","16,528",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Strom,Case,,,,,,,,,,,28,,,,,,38,,,101,,,55,,,100,,191,,,496,,752,"1,310",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Strom,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,34,22,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Strom,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,119",,,"66,928",,"17,038",,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Strom,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,629",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Strom,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,483",,,"211,249",,"53,404","97,212",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Thunder Lighting Stroke,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,56,,114,90,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Thunder Lighting Stroke,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,59,,115,84,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Thunder Lighting Stroke,No. of Victims (HH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Thunder Lighting Stroke,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Thunder Lighting Stroke,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Total,Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,503",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Total,No. of Death (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Total,No. of Victims (Household),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,993",,,,,,
"MMR_CSO, Statistical Yearbook",Natural disasters,Total,No. of Victims (Person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"579,679",,,,,,
"MMR_CSO, Statistical Yearbook",Nurses,Total,Number,,,,,,,,,,,"25,644",,,,,,,,"28,254",,,"29,532",,,"32,609",,,"21,598",,,"20,881",,"20,842","20,887",,,,,,
"MMR_CSO, Statistical Yearbook",Nurses in Private Hospital,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"2,603",,"2,631",,,"3,028",,"3,019",,"3,347",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,0-4 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,393",,"2,416",,,"2,439",,"2,457",,"2,462",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,0-4 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,448",,"2,470",,,"2,499",,"2,519",,"2,524",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,0-4 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,841",,"4,886",,,"4,938",,"4,976",,"4,986",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,5-9 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,495",,"2,448",,,"2,404",,"2,373",,"2,368",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,5-9 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,577",,"2,519",,,"2,461",,"2,423",,"2,416",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,5-9 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"5,072",,"4,967",,,"4,865",,"4,796",,"4,784",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,10-14 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,517",,"2,532",,,"2,540",,"2,535",,"2,525",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,10-14 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,593",,"2,622",,,"2,637",,"2,632",,"2,618",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,10-14 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"5,110",,"5,154",,,"5,177",,"5,167",,"5,143",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,15-19 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,401",,"2,413",,,"2,429",,"2,447",,"2,457",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,15-19 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,369",,"2,402",,,"2,438",,"2,476",,"2,495",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,15-19 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,770",,"4,815",,,"4,867",,"4,923",,"4,952",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,20-24 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,297",,"2,302",,,"2,309",,"2,317",,"2,322",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,20-24 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,150",,"2,163",,,"2,183",,"2,208",,"2,223",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,20-24 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,447",,"4,465",,,"4,492",,"4,525",,"4,545",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,25-29 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,208",,"2,213",,,"2,216",,"2,220",,"2,221",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,25-29 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,042",,"2,034",,,"2,028",,"2,024",,"2,025",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,25-29 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,250",,"4,247",,,"4,244",,"4,244",,"4,246",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,30-34 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,073",,"2,095",,,"2,114",,"2,129",,"2,135",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,30-34 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,936",,"1,944",,,"1,948",,"1,948",,"1,947",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,30-34 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,009",,"4,039",,,"4,062",,"4,077",,"4,082",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,35-39 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,910",,"1,930",,,"1,953",,"1,979",,"1,991",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,35-39 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,755",,"1,773",,,"1,792",,"1,809",,"1,817",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,35-39 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"3,665",,"3,703",,,"3,745",,"3,788",,"3,808",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,40-44 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,783",,"1,801",,,"1,818",,"1,834",,"1,843",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,40-44 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,593",,"1,607",,,"1,621",,"1,635",,"1,643",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,40-44 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"3,376",,"3,408",,,"3,439",,"3,469",,"3,486",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,45-49 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,620",,"1,648",,,"1,676",,"1,701",,"1,714",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,45-49 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,419",,"1,438",,,"1,456",,"1,476",,"1,484",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,45-49 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"3,039",,"3,086",,,"3,132",,"3,177",,"3,198",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,50-54 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,427",,"1,463",,,"1,495",,"1,524",,"1,538",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,50-54 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,226",,"1,251",,,"1,273",,"1,293",,"1,303",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,50-54 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,653",,"2,714",,,"2,768",,"2,817",,"2,841",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,55-59 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,163",,"1,208",,,"1,252",,"1,298",,"1,318",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,55-59 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,974,,"1,006",,,"1,039",,"1,071",,"1,087",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,55-59 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,137",,"2,214",,,"2,291",,"2,369",,"2,405",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,60-64 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,904,,944,,,"1,771",,"1,020",,"1,040",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,60-64 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,742,,766,,,789,,813,,825,,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,60-64 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,646",,"1,710",,,982,,"1,833",,"1,865",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,65 &+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,734",,"1,781",,,"1,839",,"1,906",,"1,943",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,65 &+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,242",,"1,260",,,"1,287",,"1,321",,"1,341",,,,,,
"MMR_CSO, Statistical Yearbook",Population by 5-year age group,65 &+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,976",,"3,041",,,"3,126",,"3,227",,"3,284",,,,,,
"MMR_CSO, Statistical Yearbook",Population density,Total,Number per square kilometer,,,,,,,,,,,,,,,,,,,,,,,,,76,77,,78,,,78,,79,79,,,,,,
"MMR_CSO, Statistical Yearbook",Population size,Female,In thousand,,,,,,,,,,,"30,060",,,,,,,,,,,,,,,"26,920",,"27,190",,,"27,470",,,,,,,,,
"MMR_CSO, Statistical Yearbook",Population size,Male,In thousand,,,,,,,,,,,"29,720",,,,,,,,,,,,,,,"25,070",,"25,260",,,"25,450",,,,,,,,,
"MMR_CSO, Statistical Yearbook",Population size,Total,In thousand,,,,,,,,,,,"59,780",,,,,,,,,,,,,,,"51,990",,"52,450",,,"52,920",,"53,390",,,,,,,
"MMR_CSO, Statistical Yearbook",Primary schools,Total,Number,,,,,,,,,,,"36,129",,,,,,"36,206",,,"36,359",,,"36,635",,,"36,410",,"38,017",,,"38,197",,"37,422",,,,,,,
"MMR_CSO, Statistical Yearbook",Private High schools,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,,584,,,,,,,
"MMR_CSO, Statistical Yearbook",Private Hospital,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,175,,182,,,212,,215,,224,,,,,,
"MMR_CSO, Statistical Yearbook",Private Middle schools,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,67,,,,,,,
"MMR_CSO, Statistical Yearbook",Private Primary schools,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,79,,,,,,,
"MMR_CSO, Statistical Yearbook",Real GDP annual percentage change,Total,Percent,,,,,,,,,,,10,,,,,6,,,7,,,8,8,,9,8,,7,,,6,,7,7,,,,,,
"MMR_CSO, Statistical Yearbook",Rural health center,Total,Number,,,,,,,,,,,"1,558",,,,,,,,"1,636",,,"1,684",,,"1,696",,,,,,"1,778",,"1,796","1,796",,,,,,
"MMR_CSO, Statistical Yearbook",Sex ratio,Total,Percent,,,,,,,,,,,99,,,,,,,,,,,,,,93,,93,,,93,,92,,92,,,,,,
"MMR_CSO, Statistical Yearbook",Station hospital,Total,Number,,,,,,,,,,,,,,,,,,,540,,,562,,,569,,,725,,,727,,735,735,,,,,,
"MMR_CSO, Statistical Yearbook",Students (High schools),Total,Number,,,,,,,,,,,"655,785",,,,,,"650,273",,,"669,056",,,"737,477",,,"730,866",,"840,706",,,"925,410",,"1,009,770",,,,,,,
"MMR_CSO, Statistical Yearbook",Students (Middle schools),Total,Number,,,,,,,,,,,"2,225,889",,,,,,"2,278,701",,,"2,370,861",,,"2,566,021",,,"2,542,830",,"2,736,252",,,"2,843,363",,"2,935,984",,,,,,,
"MMR_CSO, Statistical Yearbook",Students (Primary schools),Total,Number,,,,,,,,,,,"5,117,443",,,,,,"5,064,981",,,"5,139,632",,,"5,214,150",,,"5,166,317",,"5,079,135",,,"5,139,305",,"5,038,627",,,,,,,
"MMR_CSO, Statistical Yearbook",Students (Private High schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,336",,"97,741",,,,,,,
"MMR_CSO, Statistical Yearbook",Students (Private Middle schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,726",,"36,970",,,,,,,
"MMR_CSO, Statistical Yearbook",Students (Private Primary schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,582",,"44,472",,,,,,,
"MMR_CSO, Statistical Yearbook",Teachers (High schools),Total,Number,,,,,,,,,,,"23,647",,,,,,"27,175",,,"27,200",,,"28,948",,,"28,817",,"37,771",,,"39,478",,"40,157",,,,,,,
"MMR_CSO, Statistical Yearbook",Teachers (Middle schools),Total,Number,,,,,,,,,,,"62,122",,,,,,"68,079",,,"67,883",,,"69,477",,,"69,212",,"95,636",,,"99,437",,"104,078",,,,,,,
"MMR_CSO, Statistical Yearbook",Teachers (Primary schools),Total,Number,,,,,,,,,,,"187,577",,,,,,"182,390",,,"184,743",,,"183,027",,,"187,327",,"234,605",,,"226,357",,"248,584",,,,,,,
"MMR_CSO, Statistical Yearbook",Teachers (Private High schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,361",,"5,309",,,,,,,
"MMR_CSO, Statistical Yearbook",Teachers (Private Middle schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,375",,"2,944",,,,,,,
"MMR_CSO, Statistical Yearbook",Teachers (Private Primary schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,579",,"2,145",,,,,,,
"MMR_CSO, Statistical Yearbook",Telephone lines,Total,Number,,,,,,,,,,,"1,640,770",,,,,,"2,161,862",,"4,375,405","4,334,980",,"8,299,791","8,259,456",,"18,405,814","28,095,036",,"49,936,297",,,"54,772,425",,"53,681,631","49,426,634",,,,,,
"MMR_CSO, Statistical Yearbook",Under-five mortality rate,Female,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Under-five mortality rate,Male,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Under-five mortality rate,Rural,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,73,,72,,,71,,70,,68,,,,,,
"MMR_CSO, Statistical Yearbook",Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,45,,,45,,,43,,,53,,65,,,64,,63,,61,,,,,,
"MMR_CSO, Statistical Yearbook",Under-five mortality rate,Urban,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,45,,44,,,43,,42,,41,,,,,,
"MMR_CSO, Statistical Yearbook",Vitamin A supplementation coverage (at least one dose),6-59 mm Total,Percent,,,,,,,,,,,,,,,,96,,,,,,,,,95,,96,,,,,,,,,,,,,
"MMR_CSO, Statistical Yearbook",Vitamin A supplementation coverage (at least one dose),6-59 mo Total,Percent,,,,,,,,,,,,,,,,,,,96,,,95,,,,,,,,,,,,,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area cultivable waste land,Hectares,In thousand,,,,,,,,,,,"5,382",,,,,,"5,374",,,"5,361",,,"5,285",,,"5,267",,"5,247",,,"5,239",,"5,542",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area fallow land,Hectares,In thousand,,,,,,,,,,,231,,,,,,322,,,439,,,457,,,443,,450,,,472,,465,,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area other forest,Hectares,In thousand,,,,,,,,,,,"15,378",,,,,,"15,348",,,"15,207",,,"14,842",,,"14,734",,"14,742",,,"14,612",,"14,509",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area other land,Hectares,In thousand,,,,,,,,,,,"16,276",,,,,,"16,461",,,"16,506",,,"16,611",,,"16,656",,"16,659",,,"16,642",,"16,207",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area reserved forests,Hectares,In thousand,,,,,,,,,,,"18,369",,,,,,"18,235",,,"18,305",,,"18,596",,,"18,574",,"18,555",,,"18,656",,"18,878",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under all crops (Food & Non-food) Total,Hectares,In thousand,,,,,,,,,,,"23,567",,,,,,"22,497",,,"21,047",,,"21,368",,,"21,370",,"21,323",,,"20,861",,"20,448",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under Cereal crops,Hectares,In thousand,,,,,,,,,,,"8,779",,,,,,"8,686",,,"8,360",,,"8,414",,,"8,357",,"8,401",,,"8,356",,"8,398",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under Culinary crops,Hectares,In thousand,,,,,,,,,,,328,,,,,,343,,,341,,,333,,,350,,349,,,345,,338,,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under Industrial crops,Hectares,In thousand,,,,,,,,,,,"1,299",,,,,,"1,037",,,"1,018",,,"1,228",,,"1,269",,"1,244",,,"1,211",,"1,179",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under Oil crops,Hectares,In thousand,,,,,,,,,,,"3,690",,,,,,"3,487",,,"3,414",,,"3,479",,,"3,461",,"3,507",,,"3,477",,"3,315",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under Other crops,Hectares,In thousand,,,,,,,,,,,"4,970",,,,,,"4,525",,,"3,465",,,"3,380",,,"3,379",,"3,165",,,"2,811",,"2,779",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Area Sown under Pulses crops,Hectares,In thousand,,,,,,,,,,,"4,501",,,,,,"4,417",,,"4,449",,,"4,534",,,"4,554",,"4,656",,,"4,661",,"4,439",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Net Area Sown,Hectares,In thousand,,,,,,,,,,,"12,023",,,,,,"11,920",,,"11,841",,,"11,869",,,"11,986",,"12,008",,,"12,038",,"12,057",,,,,,,
"MMR_DAP/MOAI, Myanmar Agriculture as a Glance",Timber extraction by government (Teak and Hardwood),Total,Cubic Ton,,,,,,,,,,,"1,530,402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
