month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state,township,village_tract_town,village_ward,idp_camp_site_name,specify_location,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,child_male,child_female,adult_male,adult_female,elderly_male,elderly_female,reached_households,reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code,location,date,admin4_pcode,total_value_usd,admin3_pcode_old
March 2022,CERF,UN agency,NNGO,Kayah,Demoso,Saung Du Lar,See Li Done,NA,NA,"Saung Du LarSee Li Doneprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,136,114,175,168,NA,NA,102,593,593,4,0,4,NA,NA,NA,MMR002,NA,MMR002002,Kayah-Demoso,Demoso-Saung Du Lar,org_6130,org_8415,See Li Done,2022-03-01,MMR002002017,NA,MMR002002
March 2022,CERF,UN agency,NNGO,Kayah,Demoso,Saung Du Lar,Si Linn,NA,NA,"Saung Du LarSi Linnprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,62,63,92,83,NA,NA,52,300,300,4,2,6,NA,NA,NA,MMR002,NA,MMR002002,Kayah-Demoso,Demoso-Saung Du Lar,org_6130,org_8415,Si Linn,2022-03-01,MMR002002017,NA,MMR002002
March 2022,CERF,UN agency,NNGO,Kayah,Demoso,Saung Du Ywar Thit,Dung Ka Mee,NA,NA,"Saung Du Ywar ThitDung Ka Meeprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,123,117,135,132,NA,NA,91,507,507,11,12,23,NA,NA,NA,MMR002,NA,MMR002002,Kayah-Demoso,Demoso-Saung Du Ywar Thit,org_6130,org_8415,Dung Ka Mee,2022-03-01,MMR002002006,NA,MMR002002
March 2022,CERF,UN agency,NNGO,Kayah,Demoso,Saung Du Ywar Thit,Dung Ka Mee,NA,NA,"Saung Du Ywar ThitDung Ka Meeprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,55,32,46,38,NA,NA,43,171,171,3,1,4,NA,NA,NA,MMR002,NA,MMR002002,Kayah-Demoso,Demoso-Saung Du Ywar Thit,org_6130,org_8415,Dung Ka Mee,2022-03-01,MMR002002006,NA,MMR002002
March 2022,CERF,UN agency,NNGO,Kayah,Demoso,Saung Du Ywar Thit,Han Thaw Kho,NA,NA,"Saung Du Ywar ThitHan Thaw Khoprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,105,99,120,134,NA,NA,76,458,458,9,16,25,NA,NA,NA,MMR002,NA,MMR002002,Kayah-Demoso,Demoso-Saung Du Ywar Thit,org_6130,org_8415,Han Thaw Kho,2022-03-01,MMR002002006,NA,MMR002002
March 2022,CERF,UN agency,NNGO,Kayah,Demoso,Saung Du Ywar Thit,Thay Su Le Ywar Thit,NA,NA,"Saung Du Ywar ThitThay Su Le Ywar Thitprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,114,100,227,260,NA,NA,137,701,701,3,0,3,NA,NA,NA,MMR002,NA,MMR002002,Kayah-Demoso,Demoso-Saung Du Ywar Thit,org_6130,org_8415,Thay Su Le Ywar Thit,2022-03-01,MMR002002006,NA,MMR002002
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Htee Paw So,Daw Ku Khu,NA,NA,"Htee Paw SoDaw Ku Khuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,69,74,178,165,NA,NA,55,486,486,3,2,5,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Htee Paw So,org_6130,org_8415,Daw Ku Khu,2022-03-01,MMR002003002,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Htee Paw So,Daw Ngay Khu,NA,NA,"Htee Paw SoDaw Ngay Khuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,40,38,95,100,NA,NA,46,273,273,4,6,10,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Htee Paw So,org_6130,org_8415,Daw Ngay Khu,2022-03-01,MMR002003002,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Htee Paw So,Htee Paw So,NA,NA,"Htee Paw SoHtee Paw Soprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,38,42,92,100,NA,NA,64,272,272,1,2,3,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Htee Paw So,org_6130,org_8415,Htee Paw So,2022-03-01,MMR002003002,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Htee Paw So,Htee Thaw Ku,NA,NA,"Htee Paw SoHtee Thaw Kuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,70,67,152,152,NA,NA,80,441,441,7,1,8,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Htee Paw So,org_6130,org_8415,Htee Thaw Ku,2022-03-01,MMR002003002,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Htee Paw So,Ka Dar Lar,NA,NA,"Htee Paw SoKa Dar Larprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,36,33,79,89,NA,NA,55,237,237,4,6,10,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Htee Paw So,org_6130,org_8415,Ka Dar Lar,2022-03-01,MMR002003002,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Mo So,Daw Kha Yawt Khu,NA,NA,"Mo SoDaw Kha Yawt Khuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,86,62,104,110,NA,NA,57,362,362,0,0,0,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Mo So,org_6130,org_8415,Daw Kha Yawt Khu,2022-03-01,MMR002003006,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Mo So,Daw Ku Lel,NA,NA,"Mo SoDaw Ku Lelprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,83,82,122,118,NA,NA,51,405,405,0,0,0,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Mo So,org_6130,org_8415,Daw Ku Lel,2022-03-01,MMR002003006,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Mo So,Htee Dee Ku,NA,NA,"Mo SoHtee Dee Kuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,182,171,240,240,NA,NA,162,833,833,13,2,15,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Mo So,org_6130,org_8415,Htee Dee Ku,2022-03-01,MMR002003006,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Mo So,Mo So,NA,NA,"Mo SoMo Soprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,3,0,2,1,NA,NA,2,6,6,0,0,0,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Mo So,org_6130,org_8415,Mo So,2022-03-01,MMR002003006,NA,MMR002003
March 2022,CERF,UN agency,NNGO,Kayah,Hpruso,Myoma,So Lyar Ku,NA,NA,"MyomaSo Lyar Kuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer)",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,149,131,222,238,NA,NA,128,740,740,5,8,13,NA,NA,NA,MMR002,NA,MMR002003,Kayah-Hpruso,Hpruso-Myoma,org_6130,org_8415,So Lyar Ku,2022-03-01,NA,NA,MMR002003
